genes	mean.mis	mean.syn	mis.cal	mean.comb	dec	genename
ENST00000007516	11.4236111111111	18.84375	0.60622811866593	0.680461251274594	7	NDUFAB1
ENST00000007699	9.89906103286385	39.7159624413146	0.249246409362255	0.275605937862507	3	YBX2
ENST00000007722	70.2306513409962	129.944444444444	0.540466748241954	0.550109581759988	6	ITGA3
ENST00000007735	26.4590909090909	38.569696969697	0.686007228158391	0.745206818012234	7	KRT33A
ENST00000007969	33.1871616395978	44.9829853054911	0.737771435448653	0.760439860230205	7	LRRC23
ENST00000008391	1.62962962962963	36.2106481481481	0.0450041552131944	0.0418588178912761	1	TFAP2D
ENST00000008527	9.32598607888631	62.2726218097448	0.14976061402038	0.153033227698022	2	CRY1
ENST00000008938	34.3292735042735	25.8602564102564	1.32749161337233	1.39012414817278	9	PGLYRP1
ENST00000009041	6.27880184331797	28.3425499231951	0.221532708254295	0.242440939708267	3	STARD3NL
ENST00000009530	33.9223744292237	26.8664383561644	1.26263012534523	1.40706263556206	9	CD74
ENST00000010299	1.99297423887588	29.1268540202966	0.0684239443603179	0.0687516102979912	1	FAM76A
ENST00000010404	12.2197674418605	23.9720930232558	0.509749708963912	0.550608982853037	6	MGST1
ENST00000011292	44.9839449541284	50.7970183486239	0.885562704594198	0.919898029871108	8	CPA1
ENST00000011473	26.2169373549884	25.6577726218097	1.02179319075824	1.18354893524543	9	SYPL1
ENST00000011619	7.19341801385681	56.729792147806	0.126801416707377	0.117684295898073	2	RANBP9
ENST00000011653	121.009345794393	52.6179906542056	2.29977131946449	2.36157655889574	10	CD4
ENST00000011684	91.2452830188679	110.811320754717	0.823429252511493	0.864208645236655	8	PLEKHG6
ENST00000012049	28.6565420560748	56.4299065420561	0.507825438887049	0.509405717671748	5	QPCTL
ENST00000012443	6.88023255813953	55.1976744186046	0.12464714556562	0.136061146333592	2	PPP5C
ENST00000013070	24.1255760368664	46.073732718894	0.523629725945189	0.57695845987883	6	UBR7
ENST00000013125	16.6919540229885	82.6555555555556	0.201945941936949	0.191955088859691	2	MAP4K5
ENST00000013222	62.6445086705202	36.9739884393064	1.69428593762214	1.78301330521897	10	INMT
ENST00000013807	30.2382075471698	42.8962264150943	0.704915328788212	0.725450102710403	7	ERCC1
ENST00000014914	52.0425531914894	52.4645390070922	0.991956742142616	1.00662468187106	8	GPRC5A
ENST00000014930	15.3263403263403	26.1340326340326	0.586451411497123	0.61768192312773	6	HEBP1
ENST00000016171	19.0712643678161	49.0172413793103	0.389072575917458	0.406774147964388	5	COX15
ENST00000016913	75.9865288220551	27.1635338345865	2.79737273083754	2.95259950714482	10	MS4A12
ENST00000016946	54.6622516556291	102.894867549669	0.531243714651198	0.543154732339047	6	RGPD5
ENST00000017003	27.9385150812065	110.183294663573	0.253563983238224	0.269889079603001	3	XYLT2
ENST00000019103	39.8587041373927	51.9398907103825	0.767400616217028	0.785632820814876	7	SCTR
ENST00000019317	24.2691415313225	111.141531322506	0.218362490083921	0.211887387855337	3	RALBP1
ENST00000020926	22.5	56.8831018518519	0.395548049728366	0.410122250539124	5	SYT13
ENST00000020945	7.02314814814815	37.6226851851852	0.18667322955762	0.178298182035416	2	SNAI2
ENST00000023064	33.9984350547731	79.793427230047	0.42608064642661	0.466252224474971	5	SLC7A9
ENST00000023939	19.4405594405594	45.4522144522144	0.427714241755987	0.419332462636655	5	RTF2
ENST00000025008	94.1420187793427	226.633802816901	0.415392662564995	0.425309685112495	5	RB1CC1
ENST00000025301	245.262711864407	221.161016949153	1.10897804345327	1.11750619957281	9	AKAP11
ENST00000025399	3.28184591914569	36.0099160945843	0.091137283145163	0.0932065250952704	1	STRAP
ENST00000026218	108.049043062201	97.7452153110048	1.10541516245487	1.12921996533555	9	PIGQ
ENST00000029410	11.522324865281	41.0254041570439	0.280858290174886	0.286382286898435	3	B4GALT7
ENST00000033079	30.4886363636364	59.0147727272727	0.516627192729093	0.512728088371069	5	FAM13B
ENST00000035307	21.0392156862745	127.462009803922	0.165062638810103	0.16467889818405	2	CHPF2
ENST00000037243	0.159785932721713	8.73203363914373	0.0182988223963577	0.0207217001147788	1	GABARAPL2
ENST00000037502	61.075682382134	71.470223325062	0.854561236003819	0.871362287381454	8	MYOC
ENST00000039007	10.9401408450704	37.2887323943662	0.293389990557129	0.305775286802604	4	OTC
ENST00000039989	19.7086247086247	131.839160839161	0.149489913187998	0.146431250111918	2	TTC17
ENST00000040584	0.253658536585366	10.7536585365854	0.0235881152188705	0.0236460768125199	1	HOXC8
ENST00000040663	23.4964622641509	58.5259433962264	0.401470884545638	0.402523883643089	5	MRI1
ENST00000040877	161.819025522042	223.317092034029	0.724615496503884	0.694690923026238	7	TARBP1
ENST00000043402	35.6053984575835	88.4781491002571	0.402420245220524	0.415972500867663	5	RTN4R
ENST00000044462	0.763824884792627	40.8413978494624	0.0187022218878995	0.0170065889692715	1	PSMA4
ENST00000046087	32.7582547169811	41.4221698113208	0.790838694983773	0.881056280193774	8	ZPBP
ENST00000046794	46.3922247882987	77.7463433410316	0.596712627175285	0.627323492831933	6	LCP2
ENST00000052754	22.0126436781609	48.7103448275862	0.451909009391666	0.4833875644286	5	DCN
ENST00000053243	32.2212984956453	21.7874109263658	1.47889524847824	1.5116605496765	9	TNFRSF17
ENST00000053468	17.1820276497696	21.9239631336406	0.78370993168681	0.934343597153616	8	MRPS10
ENST00000053867	85.4292343387471	72.4907192575406	1.17848512490598	1.1949142975853	9	GRN
ENST00000054650	36.9909803921569	30.1423529411765	1.2272094505809	1.28606765660428	9	THAP3
ENST00000054666	6.45747126436782	18.5206896551724	0.348662570595172	0.373809161083974	4	VAMP3
ENST00000054668	33.4415274463007	15.2482100238663	2.19314446705275	2.23780727680028	10	UTS2
ENST00000054950	10.6808755760369	42.3917050691244	0.251956734427655	0.254955933408424	3	RCN1
ENST00000055077	14.8025404157044	62.3579676674365	0.237380097033443	0.259307007939233	3	RFC2
ENST00000055335	65.7078085642317	65.8564231738035	0.99774335436986	0.99903850480846	8	PPP1R3F
ENST00000056217	313.852631578947	210.469736842105	1.4912007602043	1.47619961558799	9	ARHGEF5
ENST00000056233	94.4608076009501	83.3634204275535	1.13312058354228	1.13177187526185	9	NFE2L3
ENST00000064571	3.73897911832947	29.4466357308585	0.126974746877832	0.122458272953732	2	CBLN4
ENST00000064724	3.60138248847926	28.7096774193548	0.125441412520064	0.1404884023846	2	CLDN11
ENST00000064778	0.899769585253456	19.6578341013825	0.0457715524819785	0.047103762028806	1	FAM168A
ENST00000064780	43.6873052959502	57.6935358255452	0.757230505477298	0.772683463790081	7	RELT
ENST00000070846	63.9260563380282	115.788732394366	0.552092202895025	0.564181969346993	6	PKP2
ENST00000072644	14.2039170506912	38.2488479262673	0.371355421686747	0.381583886911162	4	YIPF1
ENST00000072869	75.9728132387707	88.1312056737589	0.862042141123137	0.835305165331947	7	ADCK2
ENST00000074304	22.0653669724771	136.748088685015	0.161357772416858	0.165022415378977	2	INPP4A
ENST00000075120	42.1237804878049	76.669512195122	0.549420223003388	0.569149591814605	6	SLC2A3
ENST00000075503	52.4226327944573	56.391454965358	0.929620149482953	0.945898572441686	8	STYK1
ENST00000078429	4.03316953316953	45.9410319410319	0.087790137982672	0.092182377831727	1	GNA11
ENST00000078445	65.6479919678715	68.9919678714859	0.951530938937074	0.988127629954815	8	CREB3L3
ENST00000081029	30.1346604215457	38.7786885245902	0.777093335749011	0.816464514001711	7	MRPS35
ENST00000083182	2.85779816513761	47.3658256880734	0.0603346003922233	0.063247507273854	1	APPBP2
ENST00000084798	4.03317535545024	38.6374407582938	0.104385157927016	0.112288353601102	2	CA11
ENST00000085068	22.171760391198	34.8319070904645	0.636535930508028	0.69277507243058	7	ISOC2
ENST00000085219	209.951990632319	103.014051522248	2.03809079955441	2.10353198236982	10	CD22
ENST00000086933	23.5491029272899	24.9773371104816	0.942818797020907	1.00160518094539	8	GSC2
ENST00000155840	35.1955445544554	93.4009900990099	0.37682196427625	0.401447357105783	5	KCNQ1
ENST00000155926	2.89559164733179	38.0255220417633	0.076148636280432	0.0706802399177953	1	TRIB2
ENST00000156084	6.08472553699284	70.6431980906921	0.0861332117096573	0.0891372174154617	1	OTUD5
ENST00000156109	59.1264637002342	53.9882903981265	1.09517199496812	1.12858936080476	9	GPKOW
ENST00000156471	36.8202764976959	172.634792626728	0.213284216567566	0.219159219681832	3	AQR
ENST00000156626	125.270491803279	77.370218579235	1.61910479385539	1.6339541144267	10	ST6GALNAC1
ENST00000157600	14.8309914129586	53.1264637002342	0.279163911542135	0.28258475989813	3	LMCD1
ENST00000157812	1.29195402298851	56.3310344827586	0.0229350310153444	0.0276903162075334	1	PSMC4
ENST00000158009	40.2622377622378	40.3414918414918	0.998035420217837	1.03260345559551	8	FNDC8
ENST00000158762	31.6162079510703	108.589831804281	0.291152563971683	0.292096530946106	3	ACAP1
ENST00000158771	1.23576309794989	23.369020501139	0.0528803976995809	0.0493294721522431	1	DERL2
ENST00000159060	53.735632183908	82.6287356321839	0.650326206407278	0.660788202221506	6	NOX3
ENST00000159087	61.3227383863081	194.083129584352	0.315961199294533	0.304145774305144	4	ANO8
ENST00000160262	121.318142361111	69.4309895833333	1.74731979320993	1.78235779574788	10	ICAM3
ENST00000160373	114.766431924883	182.221830985915	0.629817137188975	0.626384676462505	6	CTTNBP2
ENST00000160382	1.03754789272031	52.8095785440613	0.0196469640797197	0.0204175183876339	1	ACTL6B
ENST00000160827	37.9892966360856	88	0.431696552682791	0.416606978248488	5	KIF22
ENST00000161006	41.0352112676056	44.6584507042254	0.918867775762832	0.953821203355901	8	PRSS22
ENST00000161863	21.2540415704388	142.451501154734	0.149201948720443	0.169559717049503	2	YTHDC2
ENST00000162044	38.5546318289786	72.1781472684086	0.534159344456511	0.513402269647157	5	TMEM161A
ENST00000162391	21.9607390300231	79.6235565819861	0.275807059778983	0.274731334207232	3	FOXJ2
ENST00000162749	89.97668997669	53.2377622377622	1.69009151013617	1.7188366133443	10	TNFRSF1A
ENST00000163416	51.684331797235	96.9930875576037	0.532866136120679	0.541531862096758	6	GOLGA5
ENST00000164024	135.493023255814	469.640697674419	0.288503581411817	0.290747324347082	3	CELSR3
ENST00000164133	3.7134703196347	56.1826484018265	0.0660963914174252	0.0639741697095159	1	PPP2R5B
ENST00000164139	19.7488425925926	119.212962962963	0.165660194174757	0.186304659764468	2	PYGM
ENST00000164227	25.9975490196078	60.1482843137255	0.432224282308836	0.426183674093324	5	BCL3
ENST00000165524	17.3559523809524	12.3646825396825	1.40367149138291	1.51232056915982	9	PRLH
ENST00000166139	15.8980815347722	32.8381294964029	0.484134808485778	0.474282239545862	5	FSTL3
ENST00000166244	21.7937062937063	132.506993006993	0.164472121803837	0.169370927075091	2	EPHA8
ENST00000166345	17.5023419203747	80.239656518345	0.21812583303336	0.221779490454377	3	TRIP13
ENST00000167106	10.5348837209302	36.2418604651163	0.290682751540041	0.301653797647526	4	VASH1
ENST00000167586	23.5681996855346	49.1399371069182	0.479613957060122	0.504166460078716	5	KRT14
ENST00000167588	77.3315649867374	54.4389920424403	1.42051794284601	1.57944278512235	10	KRT20
ENST00000168216	12.6260634184068	32.8727764887858	0.384088743544801	0.395354796380598	4	HSD17B10
ENST00000168712	14.9482288828338	21.192098092643	0.705368048858888	0.700074749431828	7	FGF4
ENST00000169298	40.4598623853211	50.1353211009174	0.807013129603367	0.848135056121278	8	ST6GAL1
ENST00000169551	34.8831775700935	38.7640186915888	0.899885480079561	0.902748508137431	8	TIMM21
ENST00000170150	82.6075794621027	57.5977995110024	1.43421415685026	1.45874739123409	9	BPIFB2
ENST00000170168	131.540816326531	193.400510204082	0.68014720430533	0.671223212133279	7	REXO1
ENST00000170564	66.5483490566038	119.245283018868	0.558079509493671	0.561810451462091	6	GPATCH1
ENST00000171111	13.0290880503145	104.224449685535	0.125009900168586	0.124750741216076	2	KEAP1
ENST00000171757	24.4119170984456	38.639896373057	0.631780087160577	0.64733674460299	6	P2RY10
ENST00000172229	16.1372093023256	56.8976744186047	0.283618082236573	0.286888809691617	3	NGFR
ENST00000173229	3.58730158730159	54.1521164021164	0.0662449009501942	0.0779775288382146	1	NTN1
ENST00000173527	4.33062645011601	34.0638051044084	0.127132786159452	0.126240374197447	2	ISOC1
ENST00000173898	115.176691729323	82.84335839599	1.39029481613699	1.48390536463163	9	TRO
ENST00000174618	13.8296836982968	78.352798053528	0.176505294537776	0.173314311180088	2	MNT
ENST00000174653	3.3110599078341	68.4228110599078	0.0483911703793504	0.0486345605901406	1	AP3M2
ENST00000175091	3.63729977116705	23.7299771167048	0.15327868852459	0.144999650879354	2	LAPTM4A
ENST00000175756	55.6072463768116	61.6444444444444	0.902064198614464	0.88461724296472	8	PTPN18
ENST00000176183	33.4808306709265	44.2859424920128	0.756014861306496	0.759305554890562	7	DRD4
ENST00000176195	26.2127937336815	14.4268929503916	1.81693964347118	2.01368915176717	10	SCT
ENST00000176763	58.125	119.041273584906	0.488276026033463	0.486886567592673	5	STK10
ENST00000177694	27.9939024390244	65.0833333333333	0.430123981137378	0.45059604843569	5	TBX21
ENST00000177742	21.2932692307692	29.1995192307692	0.729233555610439	0.791814555645598	7	MRPS34
ENST00000178638	44.9027777777778	47.0185185185185	0.955001969279244	1.005677635568	8	CA12
ENST00000178640	4.90804597701149	36.0229885057471	0.136247606892151	0.151182189413379	2	MAP2K5
ENST00000179259	37.0713716108453	40.5510366826156	0.914190478063362	0.969429076508901	8	TIGAR
ENST00000180166	3.3453488372093	19.4813953488372	0.171720186224185	0.176653423414952	2	FGF20
ENST00000180173	21.4926697530864	101.404320987654	0.211950235884949	0.210968442957488	3	MTMR7
ENST00000181383	50.3526682134571	46.360788863109	1.08610464679829	1.25623943752898	9	CPB2
ENST00000181796	36.2255813953488	43.2023255813953	0.838509985465899	0.868552831315192	8	FAM107B
ENST00000181839	36.6056338028169	128.734741784038	0.284349300705676	0.279291520323117	3	CDK13
ENST00000182290	65.7788697788698	34.2457002457002	1.92079207920792	1.98481818916194	10	TSPAN32
ENST00000182527	10.8333333333333	48.3114942528736	0.224239251980681	0.217919511255636	3	TRAM2
ENST00000183605	16.5257296466974	33.4846390168971	0.493531665022823	0.49669047620372	5	CLDN18
ENST00000184266	13.3447488584475	14.6358447488584	0.911785352156618	0.952423786604927	8	NDUFB4
ENST00000184956	87.7158914728682	153.425581395349	0.571716207135242	0.582226360933678	6	HEATR6
ENST00000185150	8.21428571428571	43.647465437788	0.188196167449718	0.190593665918151	2	ERLEC1
ENST00000185206	59.0885780885781	55.8717948717949	1.05757436689057	1.07351257786154	8	CLIC5
ENST00000186436	82.1838291380625	238.144164759725	0.345101166854042	0.34018737090005	4	TMEM131
ENST00000187762	13.1976470588235	41.4482352941176	0.318412761488462	0.328924782621472	4	TMEM38A
ENST00000188312	2.06046511627907	40.6267441860465	0.0507169638512837	0.0493854361886102	1	ACTR6
ENST00000188790	33.323754789272	59.6804597701149	0.558369605690587	0.565449842840179	6	FAP
ENST00000190165	23.8501199040767	72.462829736211	0.329135916867988	0.348188240449781	4	DMRT3
ENST00000192314	70.8047767393562	45.8992731048806	1.54261215809597	1.65568941146011	10	GAL3ST2
ENST00000192788	100.66976744186	164.927906976744	0.610386497271535	0.61865614995698	6	UHRF1BP1
ENST00000193322	29.5607476635514	35.2605140186916	0.838352715104529	0.846774785383354	8	OSTM1
ENST00000193391	157.854460093897	115.93896713615	1.36153067422555	1.38538917277151	9	IMPG2
ENST00000194130	52.3421658986175	69.6785714285714	0.75119459003654	0.769724093134314	7	SLC13A1
ENST00000194152	85.4650537634409	97.986559139785	0.872212010644427	0.896206425881862	8	PCDHB4
ENST00000194155	95.9934640522876	113.944444444444	0.842458485100525	0.830628375808175	7	PCDHB2
ENST00000194530	22.3781609195402	39.3896551724138	0.568122793195016	0.605712936111536	6	STRADB
ENST00000194900	6.77325581395349	83.6523255813953	0.0809691274794623	0.0808616128984351	1	DLG3
ENST00000196061	29.9488505747126	93.7258620689655	0.319536677642673	0.317361576151089	4	PLOD1
ENST00000196371	25.9184149184149	63.6585081585082	0.407147695856753	0.454749518624533	5	OXCT1
ENST00000197268	47.25	101.291666666667	0.466474701768819	0.467882765491558	5	FAM234B
ENST00000198767	32.3728878648233	87.2711213517665	0.370946165964075	0.370505595678939	4	RRN3
ENST00000198801	43.6229329852045	47.3405134899913	0.921471479062585	0.987857102232533	8	MOGAT2
ENST00000198939	15.2809523809524	154.060714285714	0.0991878588373477	0.097816719814268	1	CHERP
ENST00000199280	11.851724137931	38.1471264367816	0.310684584789683	0.307873334733144	4	AQP2
ENST00000199320	7.80919540229885	31.5390804597701	0.247603775647801	0.267316028538395	3	DIMT1
ENST00000199389	62.0691530691531	98.4708624708625	0.630330145503898	0.640157107603448	6	EIF2AK1
ENST00000199447	113.154734411085	51.6381832178599	2.19129968096842	2.29411616276472	10	NME8
ENST00000199448	16.5609195402299	29.064367816092	0.569801471169817	0.559593540202519	6	EPDR1
ENST00000199708	22.8569620253165	18.7383966244726	1.21979283945057	1.44551458681191	9	HBQ1
ENST00000199814	0.440503432494279	57.4267734553776	0.00767069793389253	0.0076541881446251	1	RBM22
ENST00000199936	76.294930875576	50.1013824884793	1.52281089036056	1.56595796255214	10	HSD17B2
ENST00000200135	41.8996913580247	92.283950617284	0.454030100334448	0.464677544590904	5	ZW10
ENST00000200181	115.35262345679	241.208719135802	0.478227420095232	0.492415018352612	5	ITGB4
ENST00000200453	159.581690140845	70.6042253521127	2.26022861018572	2.26449690086812	10	PPP1R15A
ENST00000200457	24.1177156177156	73.5967365967366	0.327700883666424	0.322209461594951	4	TRIP6
ENST00000200557	21.5891203703704	93.7847222222222	0.230198691842527	0.231187577473637	3	ADAM11
ENST00000200652	37.6115196078431	60.0330882352941	0.626513156551738	0.655637344536094	6	SLC22A4
ENST00000200676	62.6093333333333	58.364	1.07273890297672	1.06265451999818	8	CETP
ENST00000201031	13.810623556582	78.1639722863741	0.176687841630965	0.17273634597514	2	TFAP2C
ENST00000201586	36.5252648736756	39.1338630806846	0.933341663672951	1.00410607140334	8	SULT2B1
ENST00000201647	73.0598086124402	105.846889952153	0.690240484585481	0.808950612217408	7	EPS8L1
ENST00000201979	15.1338672768879	44.20823798627	0.342331383611988	0.346572431303031	4	REM1
ENST00000202017	6.01152073732719	13.8029953917051	0.435522911276187	0.551598555956858	6	PDRG1
ENST00000202556	64.6426886792453	200.198113207547	0.32289359596626	0.327818248617261	4	PPP1R13B
ENST00000202625	61.1256281407035	90.9974874371859	0.671728746168926	0.704696687168193	7	TGM6
ENST00000202677	115.104651162791	274.526744186047	0.419283926249402	0.420157538884629	5	RALGAPA2
ENST00000202773	14.2522088353414	42.1248995983936	0.338332173399052	0.365697393846196	4	RPL6
ENST00000202816	73.338061465721	72.903073286052	1.00596666450483	1.03638433281315	8	ESF1
ENST00000202831	57.5619158878505	84.518691588785	0.68105545419362	0.722488834009278	7	SLC8B1
ENST00000202967	24.5201421800948	49.196682464455	0.498410481190694	0.523362461654014	6	SIRT4
ENST00000203001	25.4610983981693	50.091533180778	0.508291457286432	0.491467204011253	5	TRMT6
ENST00000203166	78.8287671232877	75.6712328767123	1.04172700941347	1.03951894864651	8	HAUS5
ENST00000203407	29.2482678983834	70.5577367205543	0.414529564833151	0.425182121763864	5	UQCRC1
ENST00000203556	95.468290796597	140.423047177107	0.679861979324437	0.704664883208355	7	GMIP
ENST00000203629	80.347775175644	57.4543325526932	1.39846329433824	1.40740836271427	9	LAG3
ENST00000203664	6.98741418764302	28.9725400457666	0.241173682963431	0.253541046571189	3	OTUB2
ENST00000204517	5.49768518518519	39.0081018518519	0.140937008574904	0.143936632676551	2	TFAP4
ENST00000204549	21.9534534534535	59.457957957958	0.369226495618576	0.372623498793879	4	PDCD7
ENST00000204566	3.84651162790698	37.803488372093	0.101750176863216	0.102105172292347	1	SPG21
ENST00000204604	58.920871559633	123.951834862385	0.475352959680255	0.468115028814851	5	CHRD
ENST00000204726	169.432400932401	249.984848484848	0.677770680740558	0.688368822610049	7	GOLGA3
ENST00000204961	7.96445497630332	42.3898104265403	0.187886072057467	0.191073528765329	2	EFNB1
ENST00000205061	25.5972540045767	154.997711670481	0.165146012342398	0.169187797778988	2	GLG1
ENST00000205143	55.3677184466019	83.8677184466019	0.660179142489183	0.678350199895067	7	DLL3
ENST00000205194	7.12907268170426	40.7330827067669	0.175019227811106	0.16777795793293	2	NAT14
ENST00000205214	117.659198113208	111.551886792453	1.05474861516343	1.06139141623878	8	AASDH
ENST00000205402	9.52424942263279	59.6512702078522	0.159665492276124	0.175113396367714	2	DLD
ENST00000205557	174.831097560976	194.332113821138	0.89965108763181	0.89984101813382	8	ABCC6
ENST00000205636	27.9764150943396	29.9941037735849	0.932730489482996	1.09196697445739	9	CMTM6
ENST00000205948	41.2720930232558	50.5627906976744	0.816254254438414	0.885772032890727	8	APOH
ENST00000206020	3.67667436489607	24.7344110854503	0.148646125116713	0.145977980950799	2	SPAG7
ENST00000206262	5.52823529411765	24.5670588235294	0.225026338473326	0.226053359614613	3	RGS17
ENST00000206423	81.9963855421687	130.463855421687	0.628498868726047	0.629971272884608	6	CCDC80
ENST00000206474	23.2195402298851	42.3908045977011	0.547749457700651	0.536329999645443	6	HAUS4
ENST00000206513	8.82242990654206	42.5070093457944	0.20755235530149	0.200123105876601	3	CEBPE
ENST00000206542	8.20594965675057	41.4256292906178	0.198088714577694	0.21446844134722	3	OSGEP
ENST00000206765	46.0230414746544	127.930875576037	0.359749288570296	0.385077139442289	4	TGM1
ENST00000207457	27.7764976958525	56.3951612903226	0.492533349676207	0.486981679737842	5	TEKT2
ENST00000209668	38.6891666666667	46.8360416666667	0.826055432737431	0.937407422244708	8	ADH1A
ENST00000209718	49.0267639902676	53.2262773722628	0.921100749680015	0.942364929750288	8	KRT23
ENST00000209728	44.5373760488177	57.2921434019832	0.777373185993876	0.81415761480347	7	CDC6
ENST00000209873	18.0750577367206	76.7829099307159	0.235404698168256	0.245074382984736	3	AAAS
ENST00000209875	3.50038580246913	16.6091820987654	0.210750040649462	0.157656203499433	2	CBX5
ENST00000209884	0.641860465116279	72.7837209302326	0.00881873662012333	0.00714881343579786	1	KLHL20
ENST00000209929	48.8171641791045	72.6778606965174	0.67169236561532	0.757069517895103	7	FMO2
ENST00000210187	15.8683602771363	35.6027713625866	0.445705760249092	0.46106879695204	5	RAB26
ENST00000210313	22.5498839907193	57.4222737819026	0.392702735464059	0.398779040732926	4	PSMD5
ENST00000210444	10.364367816092	45.0712643678161	0.229955115780883	0.237341633285321	3	NANS
ENST00000210633	37.8955916473318	107.360788863109	0.352974228753579	0.350375177865422	4	SEMA4G
ENST00000211287	13.1151162790698	44.0558139534884	0.297693201013513	0.32231689058131	4	MAPK13
ENST00000211314	4.92583918813427	12.2029664324746	0.403659160696008	0.410195617847449	5	TMEM14A
ENST00000211413	6.11318051575931	47.39111747851	0.128994225943952	0.136192219841663	2	PRRT1
ENST00000211936	57.9345664280032	112.914876690533	0.513081784491383	0.595879625243989	6	ZNF184
ENST00000211998	7.69815668202765	119.588709677419	0.0643719353005212	0.0688947890119609	1	VCL
ENST00000212015	36.8259860788863	63.5661252900232	0.579333503668285	0.590284331096007	6	SIRT1
ENST00000212355	67.4421296296296	109.550925925926	0.615623547310147	0.607156944782507	6	TGFBR3
ENST00000214869	5.65042536736272	36.6086620262954	0.154346677933876	0.158031849255006	2	TMED1
ENST00000215061	47.6678657074341	28.4748201438849	1.67403570827017	1.73065509342997	10	OCEL1
ENST00000215071	16.7603211009174	41.6261467889908	0.402639263871288	0.411500510080294	5	PSMD8
ENST00000215095	6.79137664346481	32.4825986078886	0.209077380952381	0.164934590281676	2	STX1B
ENST00000215368	7.772040302267	24.1561712846348	0.321741397288843	0.312558091079379	4	EFNA2
ENST00000215530	19.6826196473552	23.6952141057935	0.83065802062294	0.893684709878057	8	FGF22
ENST00000215531	25.5472222222222	14.7674603174603	1.7299672166389	1.93676817829456	10	SMIM24
ENST00000215555	8.97916666666667	39.8726851851852	0.225195936139332	0.245795198359295	3	MARCHF2
ENST00000215565	11.9029733959311	16.0923317683881	0.739667412233784	0.826430036711413	7	NDUFB7
ENST00000215570	1.6853203568532	10.6903892944039	0.15764817449028	0.14904717767329	2	TIMM13
ENST00000215574	3.14499605988968	33.161938534279	0.0948375215350799	0.0991262766747543	1	CDC34
ENST00000215582	158.760204081633	97.6071428571429	1.62652239820187	1.6493101739719	10	MISP
ENST00000215659	14.5058275058275	55.3531468531469	0.262059671951656	0.272978158798105	3	MAPK12
ENST00000215727	63.4192037470726	90.7025761124122	0.699199586883553	0.675272566395394	7	SERPIND1
ENST00000215730	26.8018648018648	39.3030303030303	0.681928711227092	0.715242199068237	7	SNAP29
ENST00000215742	8.39423076923077	49.2584134615385	0.170412122099407	0.168106176304709	2	THAP7
ENST00000215743	39.0389150943396	76.6073113207547	0.509597771038899	0.504942701008678	5	MMP11
ENST00000215754	4.5920716112532	11.5281329923274	0.398336106489185	0.447292670966903	5	MIF
